surface_id	path	scope	source_ids	fork_behavior	upstream_change	classification	resolution	proof
session-system/tests/checkpoint-delivery.test.ts	session-system/tests/checkpoint-delivery.test.ts	fork-only	s71129aa2bb22	fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/checkpoint-delivery.test.ts is empty (path byte-identical to frozen main)
session-system/tests/closeout-boundary.test.ts	session-system/tests/closeout-boundary.test.ts	fork-only	s991b33833955	session candidate: HOME-149; session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/closeout-boundary.test.ts is empty (path byte-identical to frozen main)
session-system/tests/closeout-lock.test.ts	session-system/tests/closeout-lock.test.ts	fork-only	sab3e2aa6fc6f	session candidate: OMP-140; session candidate: OMP-108; fix(session): HOME-149 audit remediation; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/closeout-lock.test.ts is empty (path byte-identical to frozen main)
session-system/tests/commit-step.test.ts	session-system/tests/commit-step.test.ts	fork-only	s7811ba3b4518	session candidate: OMP-96; session candidate: OMP-99; session candidate: OMP-65; session candidate: OMP-47; session candidate: OMP-38; session candidate: HOME-149; HOME-118 fix: commit step parses untrimmed porcelain -z output (first entry misparsed) (+tests); HOME-118: /done commits and pushes session work (owner-confirmed file list, exact-path staging, credential scan)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/commit-step.test.ts is empty (path byte-identical to frozen main)
session-system/tests/extension-load.test.ts	session-system/tests/extension-load.test.ts	fork-only	s4059cce41f1c	session candidate: OMP-25; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(session-system): fork tests + update loop after subtree merge	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/extension-load.test.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/closeout-lock-harness.ts	session-system/tests/fixtures/closeout-lock-harness.ts	fork-only	sca23d69a82e1	session candidate: OMP-140; session candidate: OMP-108; fix(session): HOME-149 audit remediation; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/closeout-lock-harness.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/obligation-loop-harness.ts	session-system/tests/fixtures/obligation-loop-harness.ts	fork-only	s023756137c74	fix(session-tests): conform obligation-loop workflow view to WorkflowView contract; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130; test(session-system): harden obligation-loop harness — realistic rewrite mtime, resettled quiet-probe before foreign-session scan; HOME-45/HOME-109: digest obligation no longer re-arms for a settled plan	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/obligation-loop-harness.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/scope-enforcement-harness.ts	session-system/tests/fixtures/scope-enforcement-harness.ts	fork-only	sec08b7453919	session candidate: OMP-108; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/scope-enforcement-harness.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/two-phase.ts	session-system/tests/fixtures/two-phase.ts	fork-only	sa96a6f3a78c1	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/two-phase.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/work-service-smoke-harness.ts	session-system/tests/fixtures/work-service-smoke-harness.ts	fork-only	sd1ad6282680b	session candidate: OMP-141; session candidate: OMP-140; session candidate: OMP-108; session candidate: OMP-106; session candidate: OMP-47; session candidate: OMP-38; session candidate: OMP-19; session candidate: HOME-149; feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/work-service-smoke-harness.ts is empty (path byte-identical to frozen main)
session-system/tests/fixtures/workflow-sequence-harness.ts	session-system/tests/fixtures/workflow-sequence-harness.ts	fork-only	s431a11d3b104	session candidate: OMP-154; fix(session-system): persist specific staged-rider refusal reasons (OMP-149); session candidate: OMP-147; session candidate: OMP-141; session candidate: OMP-140; session candidate: OMP-108; session candidate: OMP-127; session candidate: OMP-107; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106; session candidate: OMP-65; session candidate: OMP-69; session candidate: OMP-47; fix(workflow): canonicalize report hash for audit forward (OMP-38); fix(workflow): only owner lifecycle clears audit bridge (OMP-43); session candidate: OMP-38; session candidate: OMP-25; fix(session): OMP-11 audit gate remediation; fix(session): HOME-149 audit remediation; session candidate: HOME-149; fix(work-ledger): restore focused work in fresh sessions; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/fixtures/workflow-sequence-harness.ts is empty (path byte-identical to frozen main)
session-system/tests/install.test.ts	session-system/tests/install.test.ts	fork-only	s708d28134fcb	session candidate: OMP-47; session candidate: HOME-149; fix(session): preserve extension root metadata; fix(cutover): resolve final audit findings; feat(work-ledger): cutover coordinator, freeze fence, rehearsal smoke reuse (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-137; session close: HOME-133; feat(session-system): fork tests + update loop after subtree merge	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/install.test.ts is empty (path byte-identical to frozen main)
session-system/tests/model-bookends.test.ts	session-system/tests/model-bookends.test.ts	fork-only	s73205aa20b38	fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-47; fix(workflow): canonicalize report hash for audit forward (OMP-38); feat(bookends): land pre-freeze half of audit gate (OMP-38); fix(session): OMP-11 audit gate remediation; fix(session): HOME-149 audit remediation; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-137; session close: HOME-134; session close: HOME-135; session close: HOME-133	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/model-bookends.test.ts is empty (path byte-identical to frozen main)
session-system/tests/now-terminal-guard.test.ts	session-system/tests/now-terminal-guard.test.ts	fork-only	s69d912e5dff4	session candidate: OMP-147	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/now-terminal-guard.test.ts is empty (path byte-identical to frozen main)
session-system/tests/obligation-loop.test.ts	session-system/tests/obligation-loop.test.ts	fork-only	se398c4b869e3	session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130; test(session-system): harden obligation-loop harness — realistic rewrite mtime, resettled quiet-probe before foreign-session scan; HOME-45/HOME-109: digest obligation no longer re-arms for a settled plan	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/obligation-loop.test.ts is empty (path byte-identical to frozen main)
session-system/tests/pending-ops.test.ts	session-system/tests/pending-ops.test.ts	fork-only	s83b01fd82d1c	session candidate: OMP-108	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/pending-ops.test.ts is empty (path byte-identical to frozen main)
session-system/tests/rider-batch.test.ts	session-system/tests/rider-batch.test.ts	fork-only	s30d09ac7fdc0	session candidate: OMP-106; session candidate: OMP-89	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/rider-batch.test.ts is empty (path byte-identical to frozen main)
session-system/tests/same-session-sections.test.ts	session-system/tests/same-session-sections.test.ts	fork-only	scc98d120acfb	session candidate: OMP-127	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/same-session-sections.test.ts is empty (path byte-identical to frozen main)
session-system/tests/scope-enforcement.test.ts	session-system/tests/scope-enforcement.test.ts	fork-only	sda9c6721b392	session candidate: HOME-149; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/scope-enforcement.test.ts is empty (path byte-identical to frozen main)
session-system/tests/session-ledger.test.ts	session-system/tests/session-ledger.test.ts	fork-only	s935939e0914e	session candidate: OMP-108; session candidate: OMP-107; session candidate: OMP-69	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/session-ledger.test.ts is empty (path byte-identical to frozen main)
session-system/tests/task-observer-first-tool.test.ts	session-system/tests/task-observer-first-tool.test.ts	fork-only	sd83d9d198ea1	session candidate: OMP-154	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/tests/task-observer-first-tool.test.ts is empty (path byte-identical to frozen main)
